token_id	raw_token	decoded_token	clean_token	label	reason	unit_count
4541	dian4Ġshi4Ġtai2Ġ	dian4 shi4 tai2 	dian4 shi4 tai2	SV	pinyin dictionary hit	3
4542	jie3Ġshi4Ġ	jie3 shi4 	jie3 shi4	SV	pinyin dictionary hit	2
4543	guo2Ġmin2Ġ	guo2 min2 	guo2 min2	SV	pinyin dictionary hit	2
4544	Ġyi4Ġqi3Ġ	 yi4 qi3 	yi4 qi3	SV	pinyin dictionary hit	2
4545	Ġyong3Ġ	 yong3 	yong3	SV	pinyin dictionary hit	1
4546	kai1Ġfang4Ġ	kai1 fang4 	kai1 fang4	SV	pinyin dictionary hit	2
4547	Ġmai4Ġ	 mai4 	mai4	SV	pinyin dictionary hit	1
4548	yĠĠĠ	y   	y	EX	single Latin inventory letter	0
4549	Ġshen4Ġzhi4Ġ	 shen4 zhi4 	shen4 zhi4	SV	pinyin dictionary hit	2
4550	Ġxia4Ġling4	 xia4 ling4	xia4 ling4	SV	pinyin dictionary hit	2
4551	Ġdan1Ġren4Ġ	 dan1 ren4 	dan1 ren4	SV	pinyin dictionary hit	2
4552	ka3Ġer3Ġ	ka3 er3 	ka3 er3	SV	pinyin dictionary hit	2
4553	Ġyi2Ġge4Ġ	 yi2 ge4 	yi2 ge4	SV	pinyin dictionary hit	2
4554	2003Ġnian2Ġ	2003 nian2 	2003 nian2	WV	numeric expression followed by a complete measure/time unit	0
4555	xing2Ġshi4Ġ	xing2 shi4 	xing2 shi4	SV	pinyin dictionary hit	2
4556	dou1Ġyou3Ġ	dou1 you3 	dou1 you3	SV	pinyin dictionary hit	2
4557	2002Ġnian2Ġ	2002 nian2 	2002 nian2	WV	numeric expression followed by a complete measure/time unit	0
4558	Ġchu2ĠleĠ	 chu2 le 	chu2 le	SV	pinyin dictionary hit	2
4559	zhi1Ġhou4Ġ	zhi1 hou4 	zhi1 hou4	SV	pinyin dictionary hit	2
4560	hui4Ġhe2Ġ	hui4 he2 	hui4 he2	SV	pinyin dictionary hit	2
4561	mei3Ġping2Ġfang1Ġgong1Ġli3Ġ	mei3 ping2 fang1 gong1 li3 	mei3 ping2 fang1 gong1 li3	WV	complete syllable sequence with plausible known-unit decomposition	5
4562	ru4ĠleĠ	ru4 le 	ru4 le	WV	complete syllable sequence with plausible known-unit decomposition	2
4563	Ġyi1Ġyang4Ġ	 yi1 yang4 	yi1 yang4	SV	pinyin dictionary hit	2
4564	Ġgong1Ġfen1Ġ	 gong1 fen1 	gong1 fen1	SV	pinyin dictionary hit	2
4565	Ġshe4Ġzhi4Ġ	 she4 zhi4 	she4 zhi4	SV	pinyin dictionary hit	2
4566	te4Ġzheng1Ġ	te4 zheng1 	te4 zheng1	SV	pinyin dictionary hit	2
4567	can1Ġsai4Ġ	can1 sai4 	can1 sai4	SV	pinyin dictionary hit	2
4568	Ġsi1Ġji1Ġ	 si1 ji1 	si1 ji1	SV	pinyin dictionary hit	2
4569	Ġjia4Ġ	 jia4 	jia4	SV	pinyin dictionary hit	1
4570	ru2Ġxia4Ġ	ru2 xia4 	ru2 xia4	SV	pinyin dictionary hit	2
4571	Ġwu1Ġ	 wu1 	wu1	SV	pinyin dictionary hit	1
4572	zhen1Ġdui4Ġ	zhen1 dui4 	zhen1 dui4	SV	pinyin dictionary hit	2
4573	zhe4ĠgeĠ	zhe4 ge 	zhe4 ge	SV	pinyin dictionary hit	2
4574	jiu4Ġshi4Ġzhen4Ġ	jiu4 shi4 zhen4 	jiu4 shi4 zhen4	WV	complete syllable sequence with plausible known-unit decomposition	3
4575	Ġshi4Ġfou3	 shi4 fou3	shi4 fou3	SV	pinyin dictionary hit	2
4576	Ġshi2Ġjian1	 shi2 jian1	shi2 jian1	SV	pinyin dictionary hit	2
4577	gao1Ġzhong1Ġ	gao1 zhong1 	gao1 zhong1	SV	pinyin dictionary hit	2
4578	Ġci3Ġhou4Ġ	 ci3 hou4 	ci3 hou4	SV	pinyin dictionary hit	2
4579	Ġzai4Ġzhong1Ġ	 zai4 zhong1 	zai4 zhong1	SV	pinyin dictionary hit	2
4580	bi4Ġxu1Ġ	bi4 xu1 	bi4 xu1	SV	pinyin dictionary hit	2
4581	wang2Ġguo2Ġ	wang2 guo2 	wang2 guo2	SV	pinyin dictionary hit	2
4582	bi3Ġjiao4Ġ	bi3 jiao4 	bi3 jiao4	SV	pinyin dictionary hit	2
4583	Ġ00	 00	00	EX	pure numeric inventory token	0
4584	er4Ġshi4Ġ	er4 shi4 	er4 shi4	SV	pinyin dictionary hit	2
4585	wai4Ġjiao1	wai4 jiao1	wai4 jiao1	SV	pinyin dictionary hit	2
4586	gui1Ġhua4Ġ	gui1 hua4 	gui1 hua4	SV	pinyin dictionary hit	2
4587	diao1Ġ	diao1 	diao1	SV	pinyin dictionary hit	1
4588	bang4Ġ	bang4 	bang4	SV	pinyin dictionary hit	1
4589	Ġyi4Ġzhi4Ġ	 yi4 zhi4 	yi4 zhi4	SV	pinyin dictionary hit	2
4590	lei4Ġsi4Ġ	lei4 si4 	lei4 si4	SV	pinyin dictionary hit	2
4591	shan1Ġdong1Ġ	shan1 dong1 	shan1 dong1	SV	pinyin dictionary hit	2
4592	Ġran2Ġhou4Ġ	 ran2 hou4 	ran2 hou4	SV	pinyin dictionary hit	2
4593	Ġyi4Ġzhi2	 yi4 zhi2	yi4 zhi2	SV	pinyin dictionary hit	2
4594	Ġyu3	 yu3	yu3	SV	pinyin dictionary hit	1
4595	Ġli4Ġshu3Ġyu2Ġ	 li4 shu3 yu2 	li4 shu3 yu2	WV	complete syllable sequence with plausible known-unit decomposition	3
4596	ĠW	 W	W	EX	single Latin inventory letter	0
4597	yuan2Ġshi4Ġ	yuan2 shi4 	yuan2 shi4	SV	pinyin dictionary hit	2
4598	dui4Ġzai4Ġ	dui4 zai4 	dui4 zai4	WV	complete syllable sequence with plausible known-unit decomposition	2
4599	zhu4Ġming2Ġ	zhu4 ming2 	zhu4 ming2	SV	pinyin dictionary hit	2
4600	yun2Ġnan2Ġ	yun2 nan2 	yun2 nan2	SV	pinyin dictionary hit	2
4601	ĠĠĠL	   L	L	EX	single Latin inventory letter	0
4602	hen3Ġduo1Ġ	hen3 duo1 	hen3 duo1	WV	complete syllable sequence with plausible known-unit decomposition	2
4603	Ġdeng3	 deng3	deng3	SV	pinyin dictionary hit	1
4604	Ġer3ĠdeĠ	 er3 de 	er3 de	SV	pinyin dictionary hit	2
4605	huo4Ġde2	huo4 de2	huo4 de2	SV	pinyin dictionary hit	2
4606	sheng1Ġchan3Ġ	sheng1 chan3 	sheng1 chan3	SV	pinyin dictionary hit	2
4607	Ġche1Ġ	 che1 	che1	SV	pinyin dictionary hit	1
4608	ĠĠĠgong1Ġ	   gong1 	gong1	SV	pinyin dictionary hit	1
4609	zhan4Ġyi4Ġ	zhan4 yi4 	zhan4 yi4	SV	pinyin dictionary hit	2
4610	Ġsui1Ġran2Ġ	 sui1 ran2 	sui1 ran2	SV	pinyin dictionary hit	2
4611	Ġbei3	 bei3	bei3	SV	pinyin dictionary hit	1
4612	dian4ĠziĠ	dian4 zi 	dian4 zi	SV	pinyin dictionary hit	2
4613	zhong4ĠdeĠ	zhong4 de 	zhong4 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4614	Ġjian4Ġzhi4Ġ	 jian4 zhi4 	jian4 zhi4	SV	pinyin dictionary hit	2
4615	ĠĠĠda4Ġ	   da4 	da4	SV	pinyin dictionary hit	1
4616	xin1Ġjia1Ġ	xin1 jia1 	xin1 jia1	WV	complete syllable sequence with plausible known-unit decomposition	2
4617	Ġshang1Ġ	 shang1 	shang1	SV	pinyin dictionary hit	1
4618	Ġbiao3Ġshi4Ġ	 biao3 shi4 	biao3 shi4	SV	pinyin dictionary hit	2
4619	lai2Ġzi4	lai2 zi4	lai2 zi4	SV	pinyin dictionary hit	2
4620	zhi4Ġzuo4Ġ	zhi4 zuo4 	zhi4 zuo4	SV	pinyin dictionary hit	2
4621	Ġtu2Ġ	 tu2 	tu2	SV	pinyin dictionary hit	1
4622	shan1Ġxi1Ġ	shan1 xi1 	shan1 xi1	SV	pinyin dictionary hit	2
4623	ren2Ġkou3Ġshu4Ġliang4Ġwei4Ġren2Ġ	ren2 kou3 shu4 liang4 wei4 ren2 	ren2 kou3 shu4 liang4 wei4 ren2	WV	complete syllable sequence with plausible known-unit decomposition	6
4624	Ġgu3	 gu3	gu3	SV	pinyin dictionary hit	1
4625	ju4Ġji2Ġ	ju4 ji2 	ju4 ji2	SV	pinyin dictionary hit	2
4626	ĠdeĠyi1Ġzhong3Ġ	 de yi1 zhong3 	de yi1 zhong3	WV	complete syllable sequence with plausible known-unit decomposition	3
4627	ĠdeĠming2Ġ	 de ming2 	de ming2	SV	pinyin dictionary hit	2
4628	ji2Ġhe2Ġ	ji2 he2 	ji2 he2	SV	pinyin dictionary hit	2
4629	Ġxi1Ġya4	 xi1 ya4	xi1 ya4	SV	pinyin dictionary hit	2
4630	Ġzu3	 zu3	zu3	SV	pinyin dictionary hit	1
4631	lv3Ġyou2Ġ	lv3 you2 	lv3 you2	SV	pinyin dictionary hit	2
4632	Ġzhi4Ġzao4Ġ	 zhi4 zao4 	zhi4 zao4	SV	pinyin dictionary hit	2
4633	Ġxing2Ġwei2Ġ	 xing2 wei2 	xing2 wei2	SV	pinyin dictionary hit	2
4634	ma3Ġlai2	ma3 lai2	ma3 lai2	SV	pinyin dictionary hit	2
4635	Ġren4	 ren4	ren4	SV	pinyin dictionary hit	1
4636	bao4Ġfa1Ġ	bao4 fa1 	bao4 fa1	SV	pinyin dictionary hit	2
4637	nv3Ġer2Ġ	nv3 er2 	nv3 er2	SV	pinyin dictionary hit	2
4638	ĠINSEE	 INSEE	INSEE	EX	foreign/cased Latin token excluded from pinyin morphology	0
4639	tao4Ġ	tao4 	tao4	SV	pinyin dictionary hit	1
4640	zong3Ġli3Ġ	zong3 li3 	zong3 li3	SV	pinyin dictionary hit	2
4641	quan2Ġqiu2Ġ	quan2 qiu2 	quan2 qiu2	SV	pinyin dictionary hit	2
4642	si1Ġhe2Ġ	si1 he2 	si1 he2	SV	pinyin dictionary hit	2
4643	ĠĠĠK	   K	K	EX	single Latin inventory letter	0
4644	ĠdeĠzhu3Ġ	 de zhu3 	de zhu3	SV	pinyin dictionary hit	2
4645	Ġshang4Ġhai3Ġ	 shang4 hai3 	shang4 hai3	SV	pinyin dictionary hit	2
4646	sai4Ġzhong1Ġ	sai4 zhong1 	sai4 zhong1	WV	complete syllable sequence with plausible known-unit decomposition	2
4647	Ġdui4Ġyu2Ġ	 dui4 yu2 	dui4 yu2	SV	pinyin dictionary hit	2
4648	fa1Ġshe4Ġ	fa1 she4 	fa1 she4	SV	pinyin dictionary hit	2
4649	rui4Ġshi4Ġ	rui4 shi4 	rui4 shi4	SV	pinyin dictionary hit	2
4650	bao1Ġhan2	bao1 han2	bao1 han2	SV	pinyin dictionary hit	2
4651	nong2Ġye4Ġ	nong2 ye4 	nong2 ye4	SV	pinyin dictionary hit	2
4652	ye4Ġwu4Ġ	ye4 wu4 	ye4 wu4	SV	pinyin dictionary hit	2
4653	tou2Ġzi1Ġ	tou2 zi1 	tou2 zi1	SV	pinyin dictionary hit	2
4654	lu4Ġjun1Ġ	lu4 jun1 	lu4 jun1	SV	pinyin dictionary hit	2
4655	wu4Ġzhi4Ġ	wu4 zhi4 	wu4 zhi4	SV	pinyin dictionary hit	2
4656	jue2ĠdeĠ	jue2 de 	jue2 de	SV	pinyin dictionary hit	2
4657	nai4Ġ	nai4 	nai4	SV	pinyin dictionary hit	1
4658	te4Ġbie2Ġ	te4 bie2 	te4 bie2	SV	pinyin dictionary hit	2
4659	Ġjin4Ġshi4Ġ	 jin4 shi4 	jin4 shi4	SV	pinyin dictionary hit	2
4660	ĠdeĠshi2Ġhou4Ġ	 de shi2 hou4 	de shi2 hou4	WV	complete syllable sequence with plausible known-unit decomposition	3
4661	ao4Ġlin2Ġpi3Ġke4Ġyun4Ġdong4Ġhui4Ġ	ao4 lin2 pi3 ke4 yun4 dong4 hui4 	ao4 lin2 pi3 ke4 yun4 dong4 hui4	SV	pinyin dictionary hit	7
4662	ge2ĠdeĠ	ge2 de 	ge2 de	SV	pinyin dictionary hit	2
4663	Ġzhi4Ġjin1Ġ	 zhi4 jin1 	zhi4 jin1	SV	pinyin dictionary hit	2
4664	fang1Ġan4Ġ	fang1 an4 	fang1 an4	SV	pinyin dictionary hit	2
4665	si1Ġren2Ġ	si1 ren2 	si1 ren2	SV	pinyin dictionary hit	2
4666	hua4Ġxue2Ġ	hua4 xue2 	hua4 xue2	SV	pinyin dictionary hit	2
4667	Ġte4Ġbie2	 te4 bie2	te4 bie2	SV	pinyin dictionary hit	2
4668	Ġda4Ġliang4Ġ	 da4 liang4 	da4 liang4	SV	pinyin dictionary hit	2
4669	ji2Ġshi4Ġ	ji2 shi4 	ji2 shi4	SV	pinyin dictionary hit	2
4670	min3Ġ	min3 	min3	SV	pinyin dictionary hit	1
4671	ke3Ġneng2Ġshi4Ġ	ke3 neng2 shi4 	ke3 neng2 shi4	WV	complete syllable sequence with plausible known-unit decomposition	3
4672	cha4Ġ	cha4 	cha4	SV	pinyin dictionary hit	1
4673	Ġnian2Ġdu4Ġ	 nian2 du4 	nian2 du4	SV	pinyin dictionary hit	2
4674	lian2Ġjie1Ġ	lian2 jie1 	lian2 jie1	SV	pinyin dictionary hit	2
4675	Ġni2Ġ	 ni2 	ni2	SV	pinyin dictionary hit	1
4676	jin4ĠdeĠ	jin4 de 	jin4 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4677	Ġzhi1Ġwai4Ġ	 zhi1 wai4 	zhi1 wai4	SV	pinyin dictionary hit	2
4678	si4Ġshi2Ġ	si4 shi2 	si4 shi2	SV	pinyin dictionary hit	2
4679	cao2Ġ	cao2 	cao2	SV	pinyin dictionary hit	1
4680	fa1Ġdong4Ġ	fa1 dong4 	fa1 dong4	SV	pinyin dictionary hit	2
4681	ĠV	 V	V	EX	single Latin inventory letter	0
4682	qian3Ġ	qian3 	qian3	SV	pinyin dictionary hit	1
4683	TĠ	T 	T	EX	single Latin inventory letter	0
4684	xuan3Ġwei4Ġ	xuan3 wei4 	xuan3 wei4	SV	pinyin dictionary hit	2
4685	Ġshe4Ġshi1Ġ	 she4 shi1 	she4 shi1	SV	pinyin dictionary hit	2
4686	chu4ĠdeĠ	chu4 de 	chu4 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4687	tu3Ġer3	tu3 er3	tu3 er3	SV	pinyin dictionary hit	2
4688	Ġli4Ġsi1Ġ	 li4 si1 	li4 si1	SV	pinyin dictionary hit	2
4689	bo2Ġte4Ġ	bo2 te4 	bo2 te4	SV	pinyin dictionary hit	2
4690	Ġzong3Ġmian4Ġji1Ġ	 zong3 mian4 ji1 	zong3 mian4 ji1	WV	complete syllable sequence with plausible known-unit decomposition	3
4691	luo2Ġma3	luo2 ma3	luo2 ma3	SV	pinyin dictionary hit	2
4692	chuang4Ġli4Ġ	chuang4 li4 	chuang4 li4	SV	pinyin dictionary hit	2
4693	ĠdeĠli4Ġ	 de li4 	de li4	SV	pinyin dictionary hit	2
4694	Ġnian2Ġhou4Ġ	 nian2 hou4 	nian2 hou4	WV	complete syllable sequence with plausible known-unit decomposition	2
4695	Ġde2Ġli3Ġ	 de2 li3 	de2 li3	SV	pinyin dictionary hit	2
4696	Ġgeng4Ġ	 geng4 	geng4	SV	pinyin dictionary hit	1
4697	guang3Ġchang3Ġ	guang3 chang3 	guang3 chang3	SV	pinyin dictionary hit	2
4698	lian2Ġhe2Ġguo2Ġ	lian2 he2 guo2 	lian2 he2 guo2	SV	pinyin dictionary hit	3
4699	ji2Ġshi2Ġ	ji2 shi2 	ji2 shi2	SV	pinyin dictionary hit	2
4700	geng1Ġming2Ġwei4Ġ	geng1 ming2 wei4 	geng1 ming2 wei4	WV	complete syllable sequence with plausible known-unit decomposition	3
4701	tĠĠĠ	t   	t	EX	single Latin inventory letter	0
4702	Ġ11	 11	11	EX	pure numeric inventory token	0
4703	zao3Ġnian2Ġ	zao3 nian2 	zao3 nian2	SV	pinyin dictionary hit	2
4704	xiao4Ġli4Ġ	xiao4 li4 	xiao4 li4	SV	pinyin dictionary hit	2
4705	qi4ĠdeĠ	qi4 de 	qi4 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4706	Ġzheng4Ġshi4Ġ	 zheng4 shi4 	zheng4 shi4	SV	pinyin dictionary hit	2
4707	biao3Ġyan3Ġ	biao3 yan3 	biao3 yan3	SV	pinyin dictionary hit	2
4708	yi2Ġshi4Ġ	yi2 shi4 	yi2 shi4	SV	pinyin dictionary hit	2
4709	Ġjun1Ġzai4Ġ	 jun1 zai4 	jun1 zai4	WV	complete syllable sequence with plausible known-unit decomposition	2
4710	fang1Ġmian4	fang1 mian4	fang1 mian4	SV	pinyin dictionary hit	2
4711	jue2Ġding4	jue2 ding4	jue2 ding4	SV	pinyin dictionary hit	2
4712	Ġgai1Ġsheng3Ġ	 gai1 sheng3 	gai1 sheng3	WV	complete syllable sequence with plausible known-unit decomposition	2
4713	Ġzhen1Ġ	 zhen1 	zhen1	SV	pinyin dictionary hit	1
4714	reng2Ġran2Ġ	reng2 ran2 	reng2 ran2	SV	pinyin dictionary hit	2
4715	da1Ġ	da1 	da1	SV	pinyin dictionary hit	1
4716	zhi4Ġshi4Ġ	zhi4 shi4 	zhi4 shi4	SV	pinyin dictionary hit	2
4717	Ġgong1Ġneng2Ġ	 gong1 neng2 	gong1 neng2	SV	pinyin dictionary hit	2
4718	zong3Ġtong3	zong3 tong3	zong3 tong3	SV	pinyin dictionary hit	2
4719	Ġren2Ġkou3Ġmi4Ġdu4Ġmei3Ġping2Ġfang1Ġgong1Ġli3Ġ	 ren2 kou3 mi4 du4 mei3 ping2 fang1 gong1 li3 	ren2 kou3 mi4 du4 mei3 ping2 fang1 gong1 li3	WV	complete syllable sequence with plausible known-unit decomposition	9
4720	Ġren2Ġkou3Ġmi4Ġdu4Ġwei4Ġmei3	 ren2 kou3 mi4 du4 wei4 mei3	ren2 kou3 mi4 du4 wei4 mei3	WV	complete syllable sequence with plausible known-unit decomposition	6
4721	Ġxia4Ġling4Ġshi2Ġ	 xia4 ling4 shi2 	xia4 ling4 shi2	SV	pinyin dictionary hit	3
4722	you2Ġzheng4Ġbian1Ġma3Ġwei4Ġ	you2 zheng4 bian1 ma3 wei4 	you2 zheng4 bian1 ma3 wei4	WV	complete syllable sequence with plausible known-unit decomposition	5
4723	Ġxian1Ġ	 xian1 	xian1	SV	pinyin dictionary hit	1
4724	cha2ĠdeĠshu4Ġju4Ġ	cha2 de shu4 ju4 	cha2 de shu4 ju4	WV	complete syllable sequence with plausible known-unit decomposition	4
4725	Ġju4Ġle4Ġbu4Ġ	 ju4 le4 bu4 	ju4 le4 bu4	SV	pinyin dictionary hit	3
4726	Ġshi4Ġzhen4Ġbian1Ġma3Ġwei4Ġ	 shi4 zhen4 bian1 ma3 wei4 	shi4 zhen4 bian1 ma3 wei4	WV	complete syllable sequence with plausible known-unit decomposition	5
4727	ĠINSEEĠshi4Ġzhen4Ġbian1Ġma3Ġwei4Ġ	 INSEE shi4 zhen4 bian1 ma3 wei4 	INSEE shi4 zhen4 bian1 ma3 wei4	EX	foreign/cased Latin token excluded from pinyin morphology	0
4728	ĠĠĠbei4Ġ	   bei4 	bei4	SV	pinyin dictionary hit	1
4729	biao1Ġzhun3	biao1 zhun3	biao1 zhun3	SV	pinyin dictionary hit	2
4730	Ġhan2Ġ	 han2 	han2	SV	pinyin dictionary hit	1
4731	Ġshe4ĠdeĠ	 she4 de 	she4 de	SV	pinyin dictionary hit	2
4732	xuan3Ġqu1Ġwei4Ġ	xuan3 qu1 wei4 	xuan3 qu1 wei4	WV	complete syllable sequence with plausible known-unit decomposition	3
4733	Ġzai4Ġci3Ġ	 zai4 ci3 	zai4 ci3	SV	pinyin dictionary hit	2
4734	Ġbu4Ġguo4	 bu4 guo4	bu4 guo4	SV	pinyin dictionary hit	2
4735	pai2Ġming2Ġ	pai2 ming2 	pai2 ming2	SV	pinyin dictionary hit	2
4736	Ġguo2Ġwang2Ġ	 guo2 wang2 	guo2 wang2	SV	pinyin dictionary hit	2
4737	dong4Ġli4Ġ	dong4 li4 	dong4 li4	SV	pinyin dictionary hit	2
4738	shi2ĠdeĠren2Ġkou3Ġshu4Ġliang4Ġwei4Ġren2Ġ	shi2 de ren2 kou3 shu4 liang4 wei4 ren2 	shi2 de ren2 kou3 shu4 liang4 wei4 ren2	WV	complete syllable sequence with plausible known-unit decomposition	8
4739	Ġfen1Ġzhong1Ġ	 fen1 zhong1 	fen1 zhong1	SV	pinyin dictionary hit	2
4740	2023Ġnian2Ġ	2023 nian2 	2023 nian2	WV	numeric expression followed by a complete measure/time unit	0
4741	jie1Ġrang3ĠdeĠshi4Ġzhen4Ġ	jie1 rang3 de shi4 zhen4 	jie1 rang3 de shi4 zhen4	WV	complete syllable sequence with plausible known-unit decomposition	5
4742	mei3Ġguo2Ġren2Ġkou3Ġpu3Ġcha2ĠdeĠshu4Ġju4Ġ	mei3 guo2 ren2 kou3 pu3 cha2 de shu4 ju4 	mei3 guo2 ren2 kou3 pu3 cha2 de shu4 ju4	WV	complete syllable sequence with plausible known-unit decomposition	9
4743	cong2Ġshi4Ġ	cong2 shi4 	cong2 shi4	SV	pinyin dictionary hit	2
4744	jia1Ġli4Ġ	jia1 li4 	jia1 li4	SV	pinyin dictionary hit	2
4745	Ġer2Ġren2Ġkou3Ġmi4Ġdu4Ġwei4Ġmei3	 er2 ren2 kou3 mi4 du4 wei4 mei3	er2 ren2 kou3 mi4 du4 wei4 mei3	WV	complete syllable sequence with plausible known-unit decomposition	7
4746	ge2Ġlan2	ge2 lan2	ge2 lan2	WV	complete syllable sequence with plausible known-unit decomposition	2
4747	Ġdang1Ġdi4Ġgong4Ġyou3Ġren2Ġkou3Ġ	 dang1 di4 gong4 you3 ren2 kou3 	dang1 di4 gong4 you3 ren2 kou3	WV	complete syllable sequence with plausible known-unit decomposition	6
4748	jie3Ġjue2Ġ	jie3 jue2 	jie3 jue2	SV	pinyin dictionary hit	2
4749	fen1Ġlei4Ġ	fen1 lei4 	fen1 lei4	SV	pinyin dictionary hit	2
4750	3Ġnian2Ġ	3 nian2 	3 nian2	SV	pinyin dictionary hit with digits	1
4751	zu2ĠdeĠ	zu2 de 	zu2 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4752	Ġxiang4	 xiang4	xiang4	SV	pinyin dictionary hit	1
4753	Ġxiao1Ġ	 xiao1 	xiao1	SV	pinyin dictionary hit	1
4754	shi3Ġyong4ĠdeĠ	shi3 yong4 de 	shi3 yong4 de	WV	complete syllable sequence with plausible known-unit decomposition	3
4755	da4Ġbu4Ġfen4	da4 bu4 fen4	da4 bu4 fen4	SV	pinyin dictionary hit	3
4756	yi1Ġzhong3Ġ	yi1 zhong3 	yi1 zhong3	SV	pinyin dictionary hit	2
4757	ling3Ġyu4Ġ	ling3 yu4 	ling3 yu4	SV	pinyin dictionary hit	2
4758	Ġhuo4Ġjiu4Ġshi4Ġzhen4Ġ	 huo4 jiu4 shi4 zhen4 	huo4 jiu4 shi4 zhen4	WV	complete syllable sequence with plausible known-unit decomposition	4
4759	he2Ġshi4Ġ	he2 shi4 	he2 shi4	SV	pinyin dictionary hit	2
4760	ĠĠĠli4Ġ	   li4 	li4	SV	pinyin dictionary hit	1
4761	Ġchu1Ġban3Ġ	 chu1 ban3 	chu1 ban3	SV	pinyin dictionary hit	2
4762	Ġjiang3Ġ	 jiang3 	jiang3	SV	pinyin dictionary hit	1
4763	gou1Ġ	gou1 	gou1	SV	pinyin dictionary hit	1
4764	yun4Ġying2Ġ	yun4 ying2 	yun4 ying2	SV	pinyin dictionary hit	2
4765	sheng3Ġji2Ġxuan3Ġqu1Ġwei4Ġ	sheng3 ji2 xuan3 qu1 wei4 	sheng3 ji2 xuan3 qu1 wei4	WV	complete syllable sequence with plausible known-unit decomposition	5
4766	ji1Ġji2Ġ	ji1 ji2 	ji1 ji2	SV	pinyin dictionary hit	2
4767	ĠdeĠyi1Ġbu4Ġfen4Ġ	 de yi1 bu4 fen4 	de yi1 bu4 fen4	WV	complete syllable sequence with plausible known-unit decomposition	4
4768	shi2Ġshi4Ġ	shi2 shi4 	shi2 shi4	SV	pinyin dictionary hit	2
4769	CĠ	C 	C	EX	single Latin inventory letter	0
4770	er2ĠziĠ	er2 zi 	er2 zi	SV	pinyin dictionary hit	2
4771	jiu3Ġnian2Ġ	jiu3 nian2 	jiu3 nian2	SV	pinyin dictionary hit	2
4772	zuo4Ġpin3	zuo4 pin3	zuo4 pin3	SV	pinyin dictionary hit	2
4773	xuan3Ġren2Ġ	xuan3 ren2 	xuan3 ren2	SV	pinyin dictionary hit	2
4774	gai4Ġnian4Ġ	gai4 nian4 	gai4 nian4	SV	pinyin dictionary hit	2
4775	SĠ	S 	S	EX	single Latin inventory letter	0
4776	xing1ĠdeĠ	xing1 de 	xing1 de	WV	complete syllable sequence with plausible known-unit decomposition	2
4777	Ġer3Ġde2Ġ	 er3 de2 	er3 de2	SV	pinyin dictionary hit	2
4778	sheng3Ġhe2Ġ	sheng3 he2 	sheng3 he2	WV	complete syllable sequence with plausible known-unit decomposition	2
4779	jie1Ġshou4	jie1 shou4	jie1 shou4	SV	pinyin dictionary hit	2
4780	tiao2Ġyue1Ġ	tiao2 yue1 	tiao2 yue1	SV	pinyin dictionary hit	2
4781	Ġjin3Ġguan3Ġ	 jin3 guan3 	jin3 guan3	SV	pinyin dictionary hit	2
4782	fen4Ġwei4Ġfa3Ġguo2Ġ	fen4 wei4 fa3 guo2 	fen4 wei4 fa3 guo2	WV	complete syllable sequence with plausible known-unit decomposition	4
4783	Ġgai1Ġsheng3Ġfen4Ġwei4Ġfa3Ġguo2Ġ	 gai1 sheng3 fen4 wei4 fa3 guo2 	gai1 sheng3 fen4 wei4 fa3 guo2	WV	complete syllable sequence with plausible known-unit decomposition	6
4784	Ġchu1Ġban3	 chu1 ban3	chu1 ban3	SV	pinyin dictionary hit	2
4785	Ġzhi1Ġxian4Ġ	 zhi1 xian4 	zhi1 xian4	SV	pinyin dictionary hit	2
4786	tie3Ġdao4Ġ	tie3 dao4 	tie3 dao4	SV	pinyin dictionary hit	2
4787	lian2Ġbang1	lian2 bang1	lian2 bang1	SV	pinyin dictionary hit	2
4788	ĠĠĠO	   O	O	EX	single Latin inventory letter	1
4789	Ġdi4Ġsan1	 di4 san1	di4 san1	WV	complete syllable sequence with plausible known-unit decomposition	2
4790	Ġsong4Ġ	 song4 	song4	SV	pinyin dictionary hit	1
4791	Ġjun1Ġdui4Ġ	 jun1 dui4 	jun1 dui4	SV	pinyin dictionary hit	2
4792	guang3Ġzhou1Ġ	guang3 zhou1 	guang3 zhou1	SV	pinyin dictionary hit	2
4793	Ġbu4Ġjiu3Ġ	 bu4 jiu3 	bu4 jiu3	SV	pinyin dictionary hit	2
4794	Ġqing1	 qing1	qing1	SV	pinyin dictionary hit	1
4795	ao4Ġda4Ġli4Ġ	ao4 da4 li4 	ao4 da4 li4	WV	complete syllable sequence with plausible known-unit decomposition	3
4796	Ġwei4Ġshi2Ġ	 wei4 shi2 	wei4 shi2	SV	pinyin dictionary hit	2
4797	Ġxi1Ġla4	 xi1 la4	xi1 la4	SV	pinyin dictionary hit	2
4798	fu2Ġjian4Ġ	fu2 jian4 	fu2 jian4	SV	pinyin dictionary hit	2
4799	pĠ	p 	p	EX	single Latin inventory letter	0
4800	Ġkai1Ġshi3Ġ	 kai1 shi3 	kai1 shi3	SV	pinyin dictionary hit	2
